subjID,DayInSecondsStart,DayInSecondsEnd,DayInSecondsDur,clockTimeStart,clockTimeEnd,recTimeStart,recTimeEnd,recClockStart,recClockEnd,recOnSeconds,recOnPeriod,recIdStart,recIdEnd,segAvgdB,segPeakdB,adultWordCnt,femaleAdultWordCnt,maleAdultWordCnt,femaleAdultSpeechScnds,maleAdultSpeechScnds,femaleAdultNonspeechScnds,maleAdultNonspeechScnds,childUttCnt,childUttLenScnds,childUttScnds,childCryScnds,childVfxScnds,convTurnCount,convTurnInitiateScnds,convTurnRespondScnds,convTurnExtendScnds,MAN,MAF,FAN,FAF,CHN,CHF,CXN,CXF,NON,NOF,OLN,OLF,TVN,TVF,SIL,OFF,roll.key,timezone,dateMidnight_epoch,epochTimeStart,epochTimeEnd,dateTimeStart_UTC,dateTimeEnd_UTC,Bin.Mins,id,session,clock_time_start,clock_time_end,nap_time,sit_time,held_time,prone_time,supine_time,upright_time,age
lena,40800,41399,600,11:20:00,11:29:59,6406,7005,01:46:46,01:56:45,600,00:10:00,1,1,-34.2783038333333,-1.77,932.49,892.95,39.54,217.53,7.6,2.33,0,8,7.04,6.62,5.14,0.49,6,13.12,6.41,1.36,7.6,0.96,219.86,27.06,15.02,0,68.65,20.96,24.07,102.53,73.92,12.45,2,1.74,23.18,0,1,America/Los_Angeles,1617087600,1617128400,1617128999,2021-03-30T18:20:00Z,2021-03-30T18:29:59Z,10,99,8,2021-03-30T18:20:00Z,2021-03-30T18:29:59Z,0,0.2709030100334448,0.05351170568561873,0.07692307692307693,0,0.5986622073578596,0
lena,41100,41699,600,11:25:00,11:34:59,6706,7305,01:51:46,02:01:45,600,00:10:00,1,1,-36.6410656666667,-4.12,834.073097345133,806.173097345133,27.9,187.1,4.7,2.01,1.11,13,9.91,9.41,4.33,0,8,18.86,8.46,3.06,5.81,0.96,189.11,21.69,17.81,0,56.29,24.36,20.36,134.95,44.21,19.83,6.23,2,56.39,0,2,America/Los_Angeles,1617087600,1617128700,1617129299,2021-03-30T18:25:00Z,2021-03-30T18:34:59Z,10,99,8,2021-03-30T18:25:00Z,2021-03-30T18:34:59Z,0,0.5166666666666667,0.05333333333333334,0.21666666666666667,0,0.21333333333333335,0
lena,41400,41999,600,11:30:00,11:39:59,7006,7605,01:56:46,02:06:45,600,00:10:00,1,1,-40.8517518333333,-1.52,428.34,413.92,14.42,92.94,2.3,1.01,1.11,17,11.97,11.4,1.35,0.96,5,9.24,5.49,3.59,3.41,0,93.95,18.6,20.51,0,36.17,22.32,20.92,191.32,30.42,16.33,4.23,2,139.82,0,1,America/Los_Angeles,1617087600,1617129000,1617129599,2021-03-30T18:30:00Z,2021-03-30T18:39:59Z,10,99,8,2021-03-30T18:30:00Z,2021-03-30T18:39:59Z,0,0.42474916387959866,0.010033444816053512,0.2508361204013378,0.1505016722408027,0.16387959866220736,0
lena,41700,42299,600,11:35:00,11:44:59,7306,7905,02:01:46,02:11:45,600,00:10:00,1,1,-44.162117,-1.52,90.05,90.05,0,20.79,0,0,0,32,22.2,21.2,2.4,2.16,6,7.2,5.7,1.89,0,0,20.79,3.9,34.01,0.6,8.23,6.52,41.01,233.33,34.35,3.57,0,0,213.69,0,2,America/Los_Angeles,1617087600,1617129300,1617129899,2021-03-30T18:35:00Z,2021-03-30T18:44:59Z,10,99,8,2021-03-30T18:35:00Z,2021-03-30T18:44:59Z,0,0.4214046822742475,0.010033444816053512,0.2709030100334448,0.1505016722408027,0.14715719063545152,0
lena,42000,42599,600,11:40:00,11:49:59,7606,8205,02:06:46,02:16:45,600,00:10:00,1,1,-39.3572181666667,-2.18,61.88,61.88,0,16.15,0,0.6,0,28,20.93,20.21,1.67,2.22,3,3.7,2.26,0,0,0,16.75,1.6,27.84,2.03,21.55,0.86,45.36,271.48,31.83,9.84,1.02,2.05,167.79,0,1,America/Los_Angeles,1617087600,1617129600,1617130199,2021-03-30T18:40:00Z,2021-03-30T18:49:59Z,10,99,8,2021-03-30T18:40:00Z,2021-03-30T18:49:59Z,0,0.3979933110367893,0.0033444816053511705,0.1806020066889632,0,0.4180602006688963,0
lena,42300,42899,600,11:45:00,11:54:59,7906,8505,02:11:46,02:21:45,600,00:10:00,1,1,-32.8940946666667,-2.18,50.91,50.91,0,14.26,0,2.43,1,20,15.83,15.16,3.03,4.01,1,0.62,1.01,0,1,0,16.69,0.8,25.91,3.97,64.78,3.7,54.16,245.45,79.1,13.22,8.77,3.43,79.02,0,2,America/Los_Angeles,1617087600,1617129900,1617130499,2021-03-30T18:45:00Z,2021-03-30T18:54:59Z,10,99,8,2021-03-30T18:45:00Z,2021-03-30T18:54:59Z,0,0.25418060200668896,0.0033444816053511705,0.06354515050167224,0,0.6789297658862876,0
lena,42600,43199,600,11:50:00,11:59:59,8206,8805,02:16:46,02:26:45,600,00:10:00,1,1,-32.9269331666667,-1.87,61.8,61.8,0,12.23,0,1.83,1,27,16.01,14.97,19.61,4.46,1,0.62,1.01,0,1,0,14.06,2.03,49.24,4.89,65.17,3.7,45.88,201.96,114.01,6.88,10.1,2.18,78.9,0,1,America/Los_Angeles,1617087600,1617130200,1617130799,2021-03-30T18:50:00Z,2021-03-30T18:59:59Z,10,99,8,2021-03-30T18:50:00Z,2021-03-30T18:59:59Z,0,0.5150501672240803,0.0033444816053511705,0.11705685618729098,0,0.36454849498327757,0
lena,42900,43499,600,11:55:00,12:04:59,8506,9105,02:21:46,02:31:45,600,00:10:00,1,1,-35.6236636666667,-1.87,129.04,127.89,1.15,27.12,0.61,0.6,0,27,15.07,14.07,23.01,2.2,6,4.64,6.58,0,0.61,1,27.72,2.03,49.71,3.15,32.58,0.82,28.19,272.6,67.78,6.84,4.76,1.6,100.61,0,2,America/Los_Angeles,1617087600,1617130500,1617131099,2021-03-30T18:55:00Z,2021-03-30T19:04:59Z,10,99,8,2021-03-30T18:55:00Z,2021-03-30T19:04:59Z,0,0.5016722408026756,0.11371237458193979,0.14381270903010032,0.07023411371237458,0.1705685618729097,0
lena,43200,43799,600,12:00:00,12:09:59,8806,9405,02:26:46,02:36:45,600,00:10:00,1,1,-42.1036945,-2.81,150.96,149.81,1.15,35.36,0.61,0.6,0,12,7.06,6.64,6.43,0.73,6,4.64,6.58,0,0.61,1,35.96,0,17.65,0.8,26.72,6.21,21.47,192.89,26.26,7.6,113.79,30.82,118.22,0,1,America/Los_Angeles,1617087600,1617130800,1617131399,2021-03-30T19:00:00Z,2021-03-30T19:09:59Z,10,99,8,2021-03-30T19:00:00Z,2021-03-30T19:09:59Z,0,0.6233333333333333,0.11,0.07666666666666666,0.07,0.12,0
lena,43500,44099,600,12:05:00,12:14:59,9106,9705,02:31:46,02:41:45,600,00:10:00,1,1,-48.4212716666667,-2.56,75.81,75.81,0,17.85,0,0,0,0,0,0,4.09,0,0,0,0,0,0,0,17.85,0,4.37,0,12.91,6.59,3.58,58.91,11.85,2.66,302.88,66.9,111.5,0,2,America/Los_Angeles,1617087600,1617131100,1617131699,2021-03-30T19:05:00Z,2021-03-30T19:14:59Z,10,99,8,2021-03-30T19:05:00Z,2021-03-30T19:14:59Z,0,1,0,0,0,0,0
lena,43800,44399,600,12:10:00,12:19:59,9406,10005,02:36:46,02:46:45,600,00:10:00,1,1,-47.8776571666667,-2.13,36.76,36.76,0,9.93,0,0,0,0,0,0,4.09,0.49,0,0,0,0,0,0,9.93,2.69,4.37,0.6,4.26,2,0,48.03,6.41,4,292.77,116.47,108.47,0,1,America/Los_Angeles,1617087600,1617131400,1617131999,2021-03-30T19:10:00Z,2021-03-30T19:19:59Z,10,99,8,2021-03-30T19:10:00Z,2021-03-30T19:19:59Z,0,1,0,0,0,0,0
lena,44100,44699,600,12:15:00,12:24:59,9706,10305,02:41:46,02:51:45,600,00:10:00,1,1,-42.0682825,-2.13,17.79,17.79,0,5.41,0,0,0,3,2.37,2.25,0.93,0.49,0,0,0,0,0,0,5.41,2.69,3.43,1.2,4.73,0.8,162.57,42.22,5.34,5.6,166.4,114.38,85.23,0,2,America/Los_Angeles,1617087600,1617131700,1617132299,2021-03-30T19:15:00Z,2021-03-30T19:24:59Z,10,99,8,2021-03-30T19:15:00Z,2021-03-30T19:24:59Z,0,1,0,0,0,0,0
lena,44400,44999,600,12:20:00,12:29:59,10006,10605,02:46:46,02:56:45,600,00:10:00,1,1,-35.6408928333333,-2.64,2.6,2.6,0,0.8,0,0,0,10,8.65,8.53,2.78,0,1,1.58,0.8,0.63,0,4.99,0.8,2.26,11.48,1.2,3.95,0,292.29,86.32,9.25,4.58,74.5,60.06,48.32,0,1,America/Los_Angeles,1617087600,1617132000,1617132599,2021-03-30T19:20:00Z,2021-03-30T19:29:59Z,10,99,8,2021-03-30T19:20:00Z,2021-03-30T19:29:59Z,0,1,0,0,0,0,0
lena,44700,45299,600,12:25:00,12:34:59,10306,10905,02:51:46,03:01:45,600,00:10:00,1,1,-35.6122336666667,-2.64,37.31,37.31,0,9.42,0,0,0,8,7.22,7.12,3.55,0,2,2.74,3.91,0.63,0,6.31,9.42,2.26,10.91,0.6,7.98,0,247.68,131.57,12.83,7.51,46.74,53.29,62.9,0,2,America/Los_Angeles,1617087600,1617132300,1617132899,2021-03-30T19:25:00Z,2021-03-30T19:34:59Z,10,99,8,2021-03-30T19:25:00Z,2021-03-30T19:34:59Z,0,1,0,0,0,0,0
lena,45000,45599,600,12:30:00,12:39:59,10606,11205,02:56:46,03:06:45,600,00:10:00,1,1,-36.9679846666667,-0.91,112.98,112.98,0,26.25,0,0.6,0,6,6.08,5.98,2.01,0.18,2,2.16,3.71,0,0,1.32,26.85,0.6,8.39,0.82,25.32,2.87,185.61,163.06,29.84,13.62,49.77,39.74,52.19,0,1,America/Los_Angeles,1617087600,1617132600,1617133199,2021-03-30T19:30:00Z,2021-03-30T19:39:59Z,10,99,8,2021-03-30T19:30:00Z,2021-03-30T19:39:59Z,0,0.8093645484949833,0.10367892976588629,0,0,0.08695652173913043,0
lena,45300,45899,600,12:35:00,12:44:59,10906,11505,03:01:46,03:11:45,600,00:10:00,1,1,-36.3100198333333,-0.91,80.94,80.94,0,18.66,0,0.6,0,33,23.23,22.63,2.92,0.44,1,1,0.6,0,0,1.77,19.26,2.7,31.15,1.42,54.21,5.78,77.18,225.3,48.64,13.12,15,29.96,74.51,0,2,America/Los_Angeles,1617087600,1617132900,1617133499,2021-03-30T19:35:00Z,2021-03-30T19:44:59Z,10,99,8,2021-03-30T19:35:00Z,2021-03-30T19:44:59Z,0,0.4682274247491639,0.10702341137123746,0.17725752508361203,0.04013377926421405,0.20735785953177258,0
lena,45600,46199,600,12:40:00,12:49:59,11206,11805,03:06:46,03:16:45,600,00:10:00,1,1,-38.6032355,-0.8,95.63,95.63,0,18.69,0,1,0,38,25.52,24.81,5.32,0.26,0,0,0,0,0,1.77,19.69,6.73,37.63,0.6,57.77,7.77,10.95,225.67,29.25,9.01,35.71,63.89,93.56,0,1,America/Los_Angeles,1617087600,1617133200,1617133799,2021-03-30T19:40:00Z,2021-03-30T19:49:59Z,10,99,8,2021-03-30T19:40:00Z,2021-03-30T19:49:59Z,0,0.3377926421404682,0.0033444816053511705,0.34782608695652173,0.1806020066889632,0.13043478260869565,0
lena,45900,46499,600,12:45:00,12:54:59,11506,12105,03:11:46,03:21:45,600,00:10:00,1,1,-44.7173136666667,-0.8,154.08,154.08,0,32.74,0,1,0,10,7.43,7.32,2.71,0,0,0,0,0,0,0,33.74,4.63,12.01,0,31.63,9.17,5.02,113.52,3.79,6.08,170.67,76.1,133.64,0,2,America/Los_Angeles,1617087600,1617133500,1617134099,2021-03-30T19:45:00Z,2021-03-30T19:54:59Z,10,99,8,2021-03-30T19:45:00Z,2021-03-30T19:54:59Z,0,0.17725752508361203,0,0.16722408026755853,0.6421404682274248,0.013377926421404682,0
lena,46200,46799,600,12:50:00,12:59:59,11806,12405,03:16:46,03:26:45,600,00:10:00,1,1,-49.2518835,-2.84,97.99,90.55,7.44000000000001,21.1,1.18,0,0,4,3.57,3.27,0,0.32,0,0,0,0,1.18,0,21.1,2.91,4.98,0,23.02,8.35,4.76,23.44,0,1.1,246.98,56.45,205.73,0,1,America/Los_Angeles,1617087600,1617133800,1617134399,2021-03-30T19:50:00Z,2021-03-30T19:59:59Z,10,99,8,2021-03-30T19:50:00Z,2021-03-30T19:59:59Z,0,0,0,0,1,0,0
lena,46500,47099,600,12:55:00,13:04:59,12106,12705,03:21:46,03:31:45,600,00:10:00,1,1,-49.4029385,-2.84,36.87,29.43,7.44000000000001,6.02,1.18,0,0,4,3.57,3.27,0.26,0.32,0,0,0,0,1.18,0,6.02,2.91,4.98,1.11,15.17,4.04,1.16,19.02,0,0,346.44,36.92,161.05,0,2,America/Los_Angeles,1617087600,1617134100,1617134699,2021-03-30T19:55:00Z,2021-03-30T20:04:59Z,10,99,8,2021-03-30T19:55:00Z,2021-03-30T20:04:59Z,0,0,0,0,1,0,0
lena,46800,47399,600,13:00:00,13:09:59,12406,13005,03:26:46,03:36:45,600,00:10:00,1,1,-50.3675415,-2.26,0,0,0,0,0,0,0,0,0,0,0.26,0,0,0,0,0,0,0,0,0,0,1.11,0,0,0,10.65,0,0,361.89,77.38,148.97,0,1,America/Los_Angeles,1617087600,1617134400,1617134999,2021-03-30T20:00:00Z,2021-03-30T20:09:59Z,10,99,8,2021-03-30T20:00:00Z,2021-03-30T20:09:59Z,0,0,0,0,1,0,0
lena,47100,47699,600,13:05:00,13:14:59,12706,13305,03:31:46,03:41:45,600,00:10:00,1,1,-49.190599,-2.26,35.1,35.1,0,7.71,0,1.09,0,2,3.09,3.09,0.24,1.05,0,0,0,0,0,4.55,8.8,3.38,4.68,0.6,6.51,0,2.56,29.19,6.25,3.23,254.35,117.29,158.61,0,2,America/Los_Angeles,1617087600,1617134700,1617135299,2021-03-30T20:05:00Z,2021-03-30T20:14:59Z,10,99,8,2021-03-30T20:05:00Z,2021-03-30T20:14:59Z,0,0.030100334448160536,0,0.013377926421404682,0.9565217391304348,0,0
lena,47400,47999,600,13:10:00,13:19:59,13006,13605,03:36:46,03:46:45,600,00:10:00,1,1,-46.7977343333333,-2.94,37.67,37.67,0,9.04,0,1.09,0,7,6.66,6.48,0.24,1.05,1,1.33,0.71,0,0,4.55,10.13,5.39,9.17,0.6,8.46,3.13,7.56,68.8,7.13,6.44,241.42,88.56,138.66,0,1,America/Los_Angeles,1617087600,1617135000,1617135599,2021-03-30T20:10:00Z,2021-03-30T20:19:59Z,10,99,8,2021-03-30T20:10:00Z,2021-03-30T20:19:59Z,0,0.2809364548494983,0,0.033444816053511704,0.6622073578595318,0.023411371237458192,0
lena,47700,48299,600,13:15:00,13:24:59,13306,13905,03:41:46,03:51:45,600,00:10:00,1,1,-45.7079766666667,-2.94,57.5582222222223,57.5582222222223,0,13.99,0,0,0,8,5.15,4.7,0.38,0.9,2,3.46,1.39,1.67,0,0,13.99,2.62,7.03,0.8,6.3,3.94,8.82,91.12,10.13,6.59,268.17,58.05,122.44,0,2,America/Los_Angeles,1617087600,1617135300,1617135899,2021-03-30T20:15:00Z,2021-03-30T20:24:59Z,10,99,8,2021-03-30T20:15:00Z,2021-03-30T20:24:59Z,0,0.3277591973244147,0,0.030100334448160536,0.6120401337792643,0.030100334448160536,0
lena,48000,48599,600,13:20:00,13:29:59,13606,14205,03:46:46,03:56:45,600,00:10:00,1,1,-38.5665205,-2.65,291.4,278.7,12.7,64.66,3.34,1,1,11,8.08,7.41,3.13,0.9,3,4.24,2.92,1.67,4.34,1.59,65.66,4.64,12.42,0.8,50,3.46,8.77,119.44,46.19,17.13,169.74,43.53,52.29,0,1,America/Los_Angeles,1617087600,1617135600,1617136199,2021-03-30T20:20:00Z,2021-03-30T20:29:59Z,10,99,8,2021-03-30T20:20:00Z,2021-03-30T20:29:59Z,0,0.25,0.016666666666666666,0.16666666666666666,0.5333333333333333,0.03333333333333333,0
lena,48300,48899,600,13:25:00,13:34:59,13906,14505,03:51:46,04:01:45,600,00:10:00,1,1,-35.625423,-2.33,385.541777777778,362.011777777778,23.53,82.19,5.78,2.02,1,35,27.01,25.9,6.39,0.9,11,17.23,12.12,2.86,6.78,4.09,84.21,8.38,40.24,0.61,58.62,7.99,12.72,154.5,51.71,27.39,23.4,51.95,67.41,0,2,America/Los_Angeles,1617087600,1617135900,1617136499,2021-03-30T20:25:00Z,2021-03-30T20:34:59Z,10,99,8,2021-03-30T20:25:00Z,2021-03-30T20:34:59Z,0,0.4682274247491639,0.016722408026755852,0.24414715719063546,0.21739130434782608,0.05351170568561873,0
lena,48600,49199,600,13:30:00,13:39:59,14206,14805,03:56:46,04:06:45,600,00:10:00,1,1,-37.7059416666667,-1.01,205.31,194.48,10.83,42.26,2.44,1.62,0.8,30,21.32,20.46,10.09,3.6,10,18.47,10.51,4.07,3.24,3.53,43.88,14.24,43.68,0.61,22.13,10.33,13.68,208.48,20.22,16.29,37.42,54.2,108.07,0,1,America/Los_Angeles,1617087600,1617136200,1617136799,2021-03-30T20:30:00Z,2021-03-30T20:39:59Z,10,99,8,2021-03-30T20:30:00Z,2021-03-30T20:39:59Z,0,0.45484949832775917,0,0.08695652173913043,0.431438127090301,0.026755852842809364,0
lena,48900,49499,600,13:35:00,13:44:59,14506,15105,04:01:46,04:11:45,600,00:10:00,1,1,-37.4200913333333,-1.01,151.99,151.99,0,29.97,0,0.6,0.8,12,7.44,7.1,9.62,3.17,3,6.07,2,1.21,0.8,2.11,30.57,24.88,25.63,0,46.05,16.17,12.45,229.92,34.07,23.23,40.93,41.9,71.29,0,2,America/Los_Angeles,1617087600,1617136500,1617137099,2021-03-30T20:35:00Z,2021-03-30T20:44:59Z,10,99,8,2021-03-30T20:35:00Z,2021-03-30T20:44:59Z,0,0.47,0.006666666666666667,0.08333333333333333,0.37666666666666665,0.06333333333333334,0
lena,49200,49799,600,13:40:00,13:49:59,14806,15405,04:06:46,04:16:45,600,00:10:00,1,1,-38.868716,-1.13,113.43,113.43,0,20.62,0,0,0,17,12.59,12.4,6.36,1.07,2,2.72,1.37,0,0,2.08,20.62,26.4,22.78,0,60.33,20.99,22.85,233.77,48.86,34.68,17.49,38.75,50.4,0,1,America/Los_Angeles,1617087600,1617136800,1617137399,2021-03-30T20:40:00Z,2021-03-30T20:49:59Z,10,99,8,2021-03-30T20:40:00Z,2021-03-30T20:49:59Z,0,0.44481605351170567,0.006688963210702341,0.18394648829431437,0.030100334448160536,0.33444816053511706,0
lena,49500,50099,600,13:45:00,13:54:59,15106,15705,04:11:46,04:21:45,600,00:10:00,1,1,-39.5818536666667,-1.95,26,26,0,4.91,0,0,0,17,14.03,13.91,4.01,0.96,1,0.73,1,0.61,0,6.78,4.91,23.27,19.28,2.4,56.34,24.9,28.74,247.65,35.8,43.51,10.61,44.98,50.83,0,2,America/Los_Angeles,1617087600,1617137100,1617137699,2021-03-30T20:45:00Z,2021-03-30T20:54:59Z,10,99,8,2021-03-30T20:45:00Z,2021-03-30T20:54:59Z,0,0.3979933110367893,0.023411371237458192,0.23745819397993312,0,0.3411371237458194,0
lena,49800,50399,600,13:50:00,13:59:59,15406,16005,04:16:46,04:26:45,600,00:10:00,1,1,-39.5345051666667,-2.7,30.27,30.27,0,6.52,0,0.8,0,30,24.16,23.68,20,0.95,2,3.87,2.12,1.27,0,5.78,7.32,22.07,48.95,2.4,59.21,25.73,13.27,221.53,32.06,48.77,11.67,50.03,51.21,0,1,America/Los_Angeles,1617087600,1617137400,1617137999,2021-03-30T20:50:00Z,2021-03-30T20:59:59Z,10,99,8,2021-03-30T20:50:00Z,2021-03-30T20:59:59Z,0,0.4080267558528428,0.023411371237458192,0.24749163879598662,0,0.3210702341137124,0
lena,50100,50699,600,13:55:00,14:04:59,15706,16305,04:21:46,04:31:45,600,00:10:00,1,1,-38.9775108333333,-2.7,21.89,21.89,0,4.33,0,0.8,0,26,17.98,17.5,30.89,1.47,1,3.14,1.12,0.66,0,1.84,5.13,31.12,57.02,3.93,50.15,24.32,2.19,252.8,21.56,35,6.15,31.75,77.04,0,2,America/Los_Angeles,1617087600,1617137700,1617138299,2021-03-30T20:55:00Z,2021-03-30T21:04:59Z,10,99,8,2021-03-30T20:55:00Z,2021-03-30T21:04:59Z,0,0.4682274247491639,0,0.2809364548494983,0,0.2508361204013378,0
